C,34,28,36,47
B,36,24,38,1
A,34,24,34,1
DD,32,26,36,1
A,32,23,34,5
C,36,22,32,3
C,34,26,36,0
B,34,26,34,32
D,35,25,35,1
B,32,24,35,1
DD,34,22,34,1
C,34,24,36,1
C,34,23,33,1
C,34,24,34,0
DD,38,21,34,6
B,32,25,32,4
B,32,23,34,1
B,34,24,36,1
C,36,22,36,9
C,34,27,36,0
A,33,22,33,1
C,33,23,35,2
D,36,23,32,2
B,36,26,36,19
B,88,60,90,0
D,32,24,34,0
D,36,24,36,2
D,37,24,36,1
B,32,24,34,3
B,33,24,35,1
C,34,24,34,4
B,34,24,34,6
C,34,24,35,2
C,36,26,37,149
B,34,25,35,9
C,37,28,36,6
A,34,24,34,4
A,34,24,35,143
C,35,22,35,1
D,36,26,35,0
C,35,18,36,8
B,34,23,34,1
DDD,34,23,31,7
D,34,24,34,2
D,32,24,35,3
B,34,24,34,29
A,29,23,34,0
DD,36,29,44,0
C,33,25,36,2
B,34,25,36,107
C,32,26,37,1
B,34,25,34,1
F,37,26,37,1
B,33,24,34,0
B,34,24,34,0
D,36,25,35,1
B,34,24,34,7
B,34,23,33,562
C,36,26,36,4
C,35,26,35,102
B,34,23,35,1
A,34,24,33,1
C,34,27,35,1
C,34,24,34,17
D,36,22,33,1
B,33,24,34,2
C,32,25,36,0
C,35,23,33,0
C,35,23,34,0
DD,36,24,34,36
B,33,22,33,0
A,32,23,33,1
C,36,24,34,0
C,36,26,36,350
D,34,28,36,3
A,34,28,38,0
B,36,25,34,246
B,32,25,30,1
C,34,24,36,8
B,34,24,34,54
D,36,24,34,1
C,34,23,34,1
B,32,24,32,33
B,34,26,36,1
B,34,25,35,1
B,34,24,33,0
A,38,25,36,0
D,33,24,34,1
D,34,24,35,2
D,36,25,35,12
B,34,25,38,314
B,34,25,34,13
B,36,24,35,2
D,34,24,34,0
B,35,25,35,2
A,33,23,34,4
C,36,26,36,2
C,34,24,35,141
C,35,25,34,1
J,60,24,37,6
B,34,24,35,12
B,32,27,34,0
C,34,24,34,2
C,34,24,35,7
C,34,23,33,433
DD,36,26,37,0
A,34,25,35,0
A,32,24,34,2
DD,34,24,35,2
D,34,24,36,0
B,32,24,34,1
C,34,26,34,2
C,38,28,42,20
A,32,24,34,0
D,32,23,32,1
DD,34,26,36,0
C,35,24,36,1
A,33,24,33,4
C,34,24,33,3
B,34,25,36,18
D,34,25,36,1
C,32,23,33,1
B,34,25,35,31
C,34,27,35,11
DD,36,26,36,4
D,36,28,39,95
B,32,24,34,13
DD,36,24,34,7
D,34,26,33,0
B,36,24,36,114
B,34,24,34,1
D,36,29,34,3
A,30,23,30,274
C,36,23,33,5
B,34,25,34,13
B,32,24,35,1
C,34,23,34,0
A,32,24,35,16
A,32,25,32,4
B,32,24,33,179
A,32,23,34,0
DD,36,21,33,0
C,36,25,35,129
C,34,25,34,1
A,34,25,35,1
C,35,25,35,2
C,34,24,35,7
A,34,25,26,0
C,34,23,36,0
DD,34,26,37,16
A,34,26,36,0
F,36,28,38,0
C,36,24,36,0
C,34,24,37,11
C,36,24,36,10
B,34,24,34,7
B,36,27,33,21
DD,31,23,32,0
C,32,25,36,1
B,34,26,34,2
D,34,24,34,19
B,34,26,36,74
C,34,24,36,1
B,30,24,34,0
B,32,23,34,1
D,36,24,36,28
C,34,24,35,0
B,34,25,35,8
B,34,24,35,2
C,32,25,32,60
A,34,25,35,1
C,34,24,35,0
C,36,23,34,9
DD,36,26,36,0
A,32,23,34,1
C,36,25,35,29
A,32,24,32,11
B,36,24,34,1
AA,36,23,33,2
C,36,26,36,1
B,34,28,37,1
B,36,25,36,13
A,32,22,32,0
B,34,24,34,1
B,34,24,34,52
B,33,23,33,27
B,34,26,32,6
A,34,23,34,0
A,32,27,34,0
B,34,23,33,1
L,59,28,36,18
B,34,26,35,157
B,34,25,36,0
AA,32,23,34,29
C,34,24,35,0
A,30,23,33,1
C,34,24,34,0
D,34,24,30,0
B,32,22,33,171
C,34,23,34,161
DD,36,24,36,0
DD,37,23,35,8
B,32,26,35,23
A,32,23,33,1
A,33,23,33,80
F,30,25,33,3
DD,34,24,34,10
B,30,22,30,16
A,33,25,32,1
B,34,25,35,18
C,34,26,36,2
C,34,24,35,0
D,36,23,34,6
C,36,24,36,2
B,32,24,32,67
D,37,24,35,0
D,35,25,34,1
B,34,25,34,14
D,36,25,36,2
D,36,26,36,0
B,34,24,34,1
B,33,23,34,99
J,44,25,35,2
B,34,24,35,194
A,34,24,34,1
D,32,25,32,0
B,,25,36,0
A,32,24,32,789
A,34,25,35,43
E,32,25,36,0
B,34,25,35,1
C,34,25,36,50
B,32,26,33,0
B,34,22,34,2
B,34,26,35,77
B,32,27,37,0
D,36,23,38,2
B,36,27,36,9
B,34,24,36,17
DD,36,25,36,21
DD,36,26,38,105
C,35,24,35,2
C,34,23,36,9
A,32,26,33,0
B,36,28,36,1
C,33,24,35,0
B,34,26,34,23
B,34,24,35,1
D,34,24,38,2
DD,34,28,32,16
C,34,24,34,0
B,32,26,34,1
C,36,21,35,0
C,32,24,33,1
B,34,20,30,33
D,42,24,36,3
D,39,23,38,11
DD,36,26,36,17
B,34,24,34,0
C,32,25,37,0
C,34,25,37,1
C,33,23,32,1
C,34,25,36,0
B,33,23,35,3
C,32,26,34,0
C,35,24,36,13
C,34,27,38,0
B,32,28,36,0
D,39,24,36,7
B,34,24,34,16
B,34,24,34,7
D,34,27,37,0
B,34,28,35,1
DD,36,25,35,0
C,34,24,34,7
C,35,23,34,37
B,34,24,36,24
B,34,23,36,1
DD,32,25,34,4
C,34,23,34,1
C,34,24,34,11
A,33,24,34,2
A,37,30,37,15
C,34,24,34,1
C,34,23,34,135
DD,34,25,33,0
A,33,24,33,1
B,32,24,34,2
B,34,24,32,17
B,36,25,35,60
C,35,25,37,62
B,30,22,31,0
B,33,22,34,3
B,34,27,37,2
B,36,25,35,21
C,35,25,25,45
C,34,23,33,1
B,32,24,35,0
B,34,23,33,0
B,36,24,35,4
B,34,24,34,10
B,34,24,35,1
B,34,25,35,5
C,36,26,34,1
D,32,23,34,0
D,42,22,36,5
B,34,25,35,33
B,34,24,34,19
C,34,23,35,5
B,34,24,34,4
B,34,23,34,1
A,32,24,36,1
C,32,24,35,9
B,32,23,30,36
DD,34,28,34,0
GG,36,26,36,5
C,32,24,34,2
C,34,24,34,0
B,34,26,36,406
DDD,38,26,37,5
HH,44,24,35,4
B,34,25,35,1
DD,34,24,36,4
A,36,24,33,5
C,33,23,35,21
C,35,24,34,11
B,34,24,34,1
C,36,23,33,0
C,36,23,35,1
F,32,25,27,0
C,32,25,32,152
A,32,23,33,2
B,34,24,34,24
B,34,25,33,18
DD,34,26,35,8
C,35,25,35,6
DD,36,23,35,16
DDD,38,25,41,1
C,34,24,35,9
B,36,27,34,28
B,34,25,35,5
A,34,26,37,1
E,36,23,35,3
B,34,24,34,58
DD,34,26,34,22
D,34,24,34,47
B,34,23,34,3
B,35,22,35,57
B,32,25,31,3
B,32,26,30,37
C,34,24,34,9
B,32,24,34,7
C,34,23,34,1
D,32,21,35,14
D,30,20,31,0
B,34,32,34,2
B,34,24,34,6
C,36,26,30,367
B,32,24,33,1
D,34,24,36,4
B,34,25,36,1
DD,36,24,46,0
C,34,24,32,2
A,35,24,34,5
C,36,25,35,1
C,33,24,34,14
B,34,24,24,66
C,36,34,36,0
B,32,23,34,10
GG,38,22,35,2
B,34,24,36,4
E,32,24,33,0
B,34,25,34,1
B,36,26,36,0
C,34,25,35,7
C,36,24,35,0
DDD,36,24,34,0
C,34,23,35,8
B,32,24,33,48
B,34,22,32,1
B,34,23,34,230
B,32,27,36,24
D,34,24,34,3
C,34,24,34,0
B,29,24,34,0
AA,31,24,34,0
A,35,23,33,12
C,36,23,34,2
D,34,26,34,10
D,40,25,35,1
B,36,23,36,3
C,34,21,35,26
G,35,23,33,6
C,36,26,37,1
F,32,24,33,12
C,34,28,32,8
D,34,25,35,2
DD,39,24,35,0
C,37,25,36,40
D,36,26,36,1
B,34,24,34,0
C,34,24,34,53
C,36,25,35,1
B,34,25,37,1
A,32,26,36,0
B,32,24,35,27
C,36,25,34,1
A,33,23,34,353
C,36,24,35,72
DDD,38,28,38,1
D,34,25,34,15
G,40,24,35,3
B,34,26,36,8
B,34,23,35,10
B,34,24,36,0
B,34,24,35,1
B,34,23,34,4
D,34,24,34,3
C,34,24,36,19
B,34,25,35,1
B,30,23,32,0
DD,32,24,32,0
E,34,28,34,2
C,34,27,35,3
B,34,25,34,10
G,38,27,39,2
C,33,24,36,7
DD,36,26,34,10
C,34,26,35,162
C,35,24,34,5
C,35,24,32,1
B,32,24,35,1
B,32,24,33,1
B,36,25,34,30
D,35,24,34,0
C,35,24,35,0
B,36,24,35,3
DD,32,25,34,1
A,34,24,36,4
B,34,23,33,1
D,34,26,36,15
B,33,23,34,9
D,34,25,35,6
D,34,26,38,724
D,34,22,28,19
C,34,24,34,59
B,32,24,34,2
B,36,34,34,6
C,35,23,34,2
B,35,23,34,8
C,34,24,34,3
B,32,24,34,8
C,34,23,34,0
D,34,26,38,12
AA,32,25,34,177
C,36,25,35,1
B,34,24,34,47
B,32,20,32,138
B,32,23,32,4
D,32,22,34,1
B,32,24,33,23
A,32,23,33,1
C,34,23,33,1
E,34,24,36,2
A,32,24,33,2
B,38,29,38,10
C,34,23,33,7
B,36,26,36,25
DD,34,25,36,5
D,36,26,34,0
C,34,22,34,0
B,34,26,30,13
C,34,24,36,1
C,34,24,33,0
C,34,24,35,20
C,34,26,34,0
D,38,34,44,1
E,30,26,36,3
FFF,34,24,34,3
DD,34,21,36,12
B,34,24,36,37
B,34,25,36,1406
DD,34,24,35,0
C,32,21,31,0
DD,34,24,34,4
D,36,24,35,3
B,34,23,35,1
B,34,22,34,144
C,34,26,30,2
D,34,24,34,4
B,36,27,34,28
B,35,24,35,7
C,36,24,34,0
B,34,24,34,9
B,29,24,34,0
DDD,32,26,34,29
C,34,22,35,5
A,33,24,33,1
C,35,24,35,13
C,34,23,33,1
D,34,26,34,1047
D,34,25,36,2
C,35,22,34,0
B,34,26,30,0
D,36,25,38,3
B,33,23,34,0
B,34,25,35,7
C,35,24,32,22
DDD,34,24,35,10
A,34,24,35,2
B,33,24,33,1
C,35,24,35,7
B,34,25,33,4
B,34,24,36,0
C,36,25,35,1
A,34,27,36,5
B,34,24,34,5
G,38,37,50,0
DD,36,24,35,0
B,35,25,35,11
B,36,27,38,16
C,34,24,35,6
C,34,24,35,9
D,34,25,34,0
B,38,27,37,0
B,33,25,35,1
D,38,22,36,0
B,34,26,33,12
A,33,23,34,5
D,40,25,37,10
B,34,26,36,0
B,32,25,33,1
C,35,25,35,0
A,30,24,30,0
A,28,20,28,2
C,34,23,34,1
C,34,22,35,18
B,34,27,35,41
C,35,27,36,1
B,34,26,35,381
B,34,22,31,1
B,34,30,38,0
D,32,22,34,53
A,36,26,35,18
B,34,24,27,12
DD,33,23,36,0
D,34,26,34,2
B,34,24,34,15
A,32,23,33,1
C,32,28,32,0
B,34,25,34,23
B,34,25,34,2
D,36,22,35,0
B,34,23,33,94
C,36,24,36,3
C,34,24,34,0
B,36,24,32,0
DD,34,25,33,0
C,35,24,34,0
D,32,26,33,0
B,30,23,34,1
C,32,24,32,15
C,32,24,35,0
D,34,27,36,72
D,32,26,34,1
A,32,23,35,0
D,36,24,36,1
C,36,26,37,0
D,38,28,38,1
D,34,24,34,30
C,36,24,34,2
C,34,24,34,1
A,34,27,31,2
B,30,28,30,25
C,35,23,35,164
AA,36,23,33,1
D,34,25,36,783
D,34,23,34,12
C,34,29,35,0
B,34,26,38,0
DD,34,23,33,29
C,32,24,36,1
D,34,25,32,78
C,36,26,35,1
D,34,24,34,3
B,36,26,35,4
B,34,26,35,0
C,34,24,34,45
A,35,23,33,2
A,34,24,36,0
D,36,24,36,27
D,34,21,33,0
B,34,24,34,7
A,35,25,36,0
C,34,25,34,1
C,36,28,39,1
C,34,24,35,6
B,36,24,36,5
B,32,24,35,111
A,32,25,36,0
B,32,25,34,1
DD,36,25,26,0
C,40,24,37,0
DD,34,28,38,0
C,38,23,35,16
C,36,24,37,3
B,33,25,36,1
DD,38,28,33,0
B,33,24,35,0
DD,34,23,32,38
C,36,24,36,0
B,34,24,34,22
C,34,23,34,0
D,36,23,36,16
C,36,23,32,1
C,32,24,34,2
A,34,23,33,1
DD,36,30,36,0
C,34,25,35,5
C,37,27,38,11
B,32,23,32,2
B,32,26,36,0
B,30,23,33,23
D,40,30,38,25
D,32,24,36,16
A,32,25,35,1
B,35,25,34,194
B,35,24,35,31
D,35,25,38,0
C,35,23,36,1
A,33,24,36,20
C,32,23,34,19
DD,36,20,34,5
B,34,23,35,1
A,34,23,33,1
B,36,24,34,1
DD,34,24,36,1
C,32,24,36,0
C,32,25,33,1
D,36,24,34,198
A,34,27,36,0
C,34,24,34,18
C,32,24,35,0
C,36,29,34,18
B,34,23,35,131
A,33,25,33,1
B,32,24,33,1
DD,41,23,37,48
D,34,23,35,2
D,34,25,34,10
C,36,23,34,133
C,36,26,37,0
D,34,24,35,2
B,32,24,35,0
A,30,23,32,1
B,34,25,33,40
B,34,27,35,1
B,34,25,34,112
B,34,25,34,13
B,34,24,35,18
C,36,23,36,2
C,34,25,35,1
D,34,24,36,1
C,34,24,34,1
B,34,27,37,0
D,34,28,31,1
B,32,24,36,1
B,34,25,32,42
A,34,24,32,1
D,34,24,34,9
B,36,26,26,94
D,34,26,35,0
C,34,26,38,3
A,33,22,32,2
B,34,24,34,4
C,36,28,34,14
C,34,24,35,1
B,36,27,34,35
B,36,26,34,5
DD,34,24,35,9
B,32,25,34,9
D,36,26,36,6
B,33,24,34,16
C,35,22,34,2
C,36,25,35,1
B,32,22,32,104
B,32,23,32,2
C,34,23,35,3
C,36,27,36,5
A,34,24,35,11
D,38,23,34,0
B,32,24,33,52
B,34,26,42,0
B,34,23,35,2
B,34,24,36,2
DD,37,26,42,1
B,34,22,34,0
A,34,23,34,2
C,34,24,34,0
C,34,24,34,6
GG,28,24,35,3
C,38,25,36,0
B,35,23,35,0
C,34,25,35,0
B,34,26,35,0
C,34,27,35,195
D,34,24,35,1
C,36,27,37,15
D,31,25,36,0
C,36,24,35,1
D,34,24,34,11
B,36,26,36,23
C,36,25,35,0
A,32,25,35,0
C,34,26,36,1
B,34,25,35,1
B,32,24,34,0
B,32,23,29,0
B,32,24,34,1
B,34,24,34,1
B,36,26,37,7
C,34,23,35,2
C,34,25,34,0
C,36,26,36,17
B,34,25,35,72
DD,34,26,36,1
DD,34,26,28,1
B,34,24,34,0
C,36,27,38,0
DDD,34,23,33,1
C,32,28,34,1
B,33,24,35,1
C,32,24,32,0
B,34,24,34,1
B,36,27,37,3
C,34,26,32,1
C,34,27,38,1
C,33,25,33,18
A,32,23,32,1
D,34,24,35,5
C,36,23,34,0
C,34,26,36,80
C,34,25,34,1
A,32,22,30,1
B,34,25,33,10
F,30,26,36,11
D,35,26,36,1
EE,40,26,36,32
C,34,24,34,20
C,35,24,35,1
C,32,25,34,1
C,37,24,35,3
A,32,23,33,0
E,34,24,34,1
C,35,23,35,27
DD,35,25,32,8
DD,38,24,36,2
C,36,24,34,1
C,34,24,34,5
D,36,23,38,0
B,36,28,38,17
DD,41,25,38,0
D,38,34,46,172
E,34,27,35,2
A,33,24,32,26
B,34,27,35,0
B,34,25,38,0
DD,36,24,36,1
B,32,23,34,2
B,34,24,35,88
B,34,24,34,15
C,34,24,34,6
C,34,24,35,1
B,36,25,34,26
C,35,25,36,1
C,34,24,34,237
A,33,23,33,0
D,34,25,34,0
C,34,22,34,2
B,34,26,34,66
C,34,24,36,91
B,34,26,36,122
C,36,25,36,7
C,36,24,34,1
C,30,24,34,71
B,32,23,33,56
A,32,24,34,0
C,29,26,33,0
B,32,24,33,2
C,36,25,35,1
A,33,24,34,16
C,34,3,34,70
B,34,24,34,0
C,36,26,36,10
A,32,27,33,14
C,34,27,35,28
D,34,24,36,4
B,33,25,36,0
EE,38,23,35,1
D,34,26,36,42
DD,34,26,38,1
D,36,24,35,1
A,28,26,36,0
B,33,34,33,24
B,36,24,34,1
C,34,28,38,1
C,36,26,36,25
C,34,27,35,2
DD,32,25,35,41
DD,34,26,34,9
C,34,22,34,2
D,34,28,31,29
C,34,24,34,0
B,36,24,39,13
A,34,23,35,1
B,32,23,34,0
C,34,22,36,1
DD,34,25,33,0
C,34,22,33,0
B,35,23,34,0
A,34,27,34,1
B,32,23,32,34
DD,34,25,35,10
B,36,24,37,4
C,37,25,37,17
D,34,28,36,1
C,32,28,38,1
A,34,25,37,9
D,32,24,33,0
D,34,24,35,13
C,34,24,33,1
C,34,24,,0
A,36,28,38,0
A,32,24,34,1
B,34,29,38,4
A,32,23,33,0
B,34,22,34,1
A,34,27,39,0
B,34,24,34,15
B,35,23,35,0
B,34,25,35,0
B,36,28,36,33
D,38,24,37,0
B,34,28,36,16
B,34,25,35,74
DD,38,26,36,0
D,34,25,33,2
C,34,24,35,2
A,35,24,34,3
C,33,23,34,7
B,34,25,24,52
D,39,25,38,1
A,30,24,32,5
